title de-DE;title en-EN;title es-ES;title fr-FR;title it-IT;title pl-PL;title pt-BR;title ru-RU;title zh-Hans;title zh-Hant;text de-DE;text en-EN;text es-ES;text fr-FR;text it-IT;text pl-PL;text pt-BR;text ru-RU;text zh-Hans;text zh-Hant;id;set;type;attack;rarity;defense;faction;kredits;blitz;mobilize;smokescreen;fury;pincer;alpine;guard;ambush;intel3;heavyArmor1;intel2;heavyArmor2;image de-DE;image en-EN;image es-ES;image fr-FR;image it-IT;image pl-PL;image pt-BR;image ru-RU;image zh-Hans;image zh-Hant
INSELSPRINGEN;ISLAND HOPPING;DE ISLA EN ISLA;D'ÎLE EN ÎLE;DA UN'ISOLA ALL'ALTRA;TAKTYKA ŻABICH SKOKÓW;DE ILHA EM ILHA;ОСТРОВНАЯ КАМПАНИЯ;跳岛战术;跳島戰術;Das feindliche Hauptquartier erhält: \"Wenn dieses HQ in diesem Zug 3+ Schaden erlitten hat, erhält eine zufällige verbündete Einheit +2 +2.\";The enemy HQ gets: \"If this HQ has taken 3+ damage this turn, a random friendly unit gets +2+2.\";El cuartel del enemigo obtiene: \"Si este cuartel recibe más de 3 de daño este turno, una unidad aleatoria aliada obtiene +2+2\".;Le QG ennemi obtient : \"Si ce QG a subi 3 dégâts ou plus pendant ce tour, une unité alliée au hasard gagne +2+2.\";Per il resto della battaglia, quando il QG nemico subisce 3 o più danni in un turno, un'unità alleata casuale ottiene+2+2.;Sztab przeciwnika otrzymuje: „Jeśli ten sztab otrzymał w tej turze 3+ pkt uszkodzeń, twoja losowa jednostka otrzymuje +2+2”.;O QG inimigo recebe: \"Se este QG tiver recebido mais 3 de dano neste turno, uma unidade aliada aleatória recebe +2 +2.\";Вражеский штаб получает: \"Если этот штаб получил 3+ урона в этом ходу, случайный дружественный отряд получает +2+2\".;敌方总部获得：“在本回合中，如果此总部受到 3 点或以上的伤害，一个友方随机单位获得 +2+2。”;敵方總部獲得：“在本回合中，如果此總部受到 3 點或以上的傷害，一個友方隨機單位獲得 +2+2。”;island_hopping;Legions;order;;Elite;;USA;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/island_hopping.png;https://www.kards.com//images/card/v15/en-EN/island_hopping.png;https://www.kards.com//images/card/v15/es-ES/island_hopping.png;https://www.kards.com//images/card/v15/fr-FR/island_hopping.png;https://www.kards.com//images/card/v15/it-IT/island_hopping.png;https://www.kards.com//images/card/v15/pl-PL/island_hopping.png;https://www.kards.com//images/card/v15/pt-BR/island_hopping.png;https://www.kards.com//images/card/v15/ru-RU/island_hopping.png;https://www.kards.com//images/card/v15/zh-Hans/island_hopping.png;https://www.kards.com//images/card/v15/zh-Hant/island_hopping.png
KAGOSHIMA-REGIMENT;KAGOSHIMA REGIMENT;REGIMIENTO DE KAGOSHIMA;RÉGIMENT KAGOSHIMA;REG. KAGOSHIMA;PUŁK KAGOSHIMA;REGIMENTO KAGOSHIMA;ПОЛК «КАГОСИМА»;鹿儿岛联队;鹿兒島聯隊;HQs können keine Verteidigung erhalten.;HQs cannot gain defense.;Los cuarteles generales no pueden conseguir defensa.;Les QG ne peuvent pas gagner de défense.;I QG non possono ricevere difesa.;Sztaby nie mogą otrzymywać pkt obrony.;Quartéis-generais não podem ganhar defesa.;Штаб не может получить прибавку к защите.;双方总部都无法获得防御力。;雙方總部都無法獲得防禦力。;kagoshima_regiment;Allegiance;infantry;5;Special;3;Japan;3;;;;;;;;1;;;;;https://www.kards.com//images/card/v15/de-DE/kagoshima_regiment.png;https://www.kards.com//images/card/v15/en-EN/kagoshima_regiment.png;https://www.kards.com//images/card/v15/es-ES/kagoshima_regiment.png;https://www.kards.com//images/card/v15/fr-FR/kagoshima_regiment.png;https://www.kards.com//images/card/v15/it-IT/kagoshima_regiment.png;https://www.kards.com//images/card/v15/pl-PL/kagoshima_regiment.png;https://www.kards.com//images/card/v15/pt-BR/kagoshima_regiment.png;https://www.kards.com//images/card/v15/ru-RU/kagoshima_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/kagoshima_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/kagoshima_regiment.png
Ki-43-IIb OTSU;Ki-43-IIb OTSU;Ki-43-IIb OTSU;Ki-43-IIb OTSU;Ki-43-IIb OTSU;Ki-43-IIb OTSU;Ki-43-IIb OTSU;Ki-43-IIb OTSU;Ki-43 一式战二型乙;Ki-43 一式戰二型乙;Hat +2 Angriff in deinem Zug, wenn der Feind keine Lufteinheiten kontrolliert.;Has +2 attack on your turn if the enemy controls no air units.;Tiene +2 de ataque durante tu turno, si el enemigo no controla unidades aéreas.;Gagne +2 d'attaque pendant votre tour si l'ennemi ne contrôle aucune unité aérienne.;Ha +2 attacco nel tuo turno se il nemico non controlla unità aeree.;Otrzymuje +2 do ataku w twojej turze, jeśli przeciwnik nie ma jednostek powietrznych.;Tem +2 de ataque no seu turno se o inimigo não controlar unidades aéreas.;Имеет +2 к атаке в ваш ход, если у противника нет воздушных отрядов.;在你的回合中，如果对手没有控制任何空军，+2 攻击力。;在你的回合中，如果對手沒有控制任何空軍，+2 攻擊力。;ki43iib_otsu;Legions;fighter;3;Standard;3;Japan;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/ki43iib_otsu.png;https://www.kards.com//images/card/v15/en-EN/ki43iib_otsu.png;https://www.kards.com//images/card/v15/es-ES/ki43iib_otsu.png;https://www.kards.com//images/card/v15/fr-FR/ki43iib_otsu.png;https://www.kards.com//images/card/v15/it-IT/ki43iib_otsu.png;https://www.kards.com//images/card/v15/pl-PL/ki43iib_otsu.png;https://www.kards.com//images/card/v15/pt-BR/ki43iib_otsu.png;https://www.kards.com//images/card/v15/ru-RU/ki43iib_otsu.png;https://www.kards.com//images/card/v15/zh-Hans/ki43iib_otsu.png;https://www.kards.com//images/card/v15/zh-Hant/ki43iib_otsu.png
Ki-46 DINAH III;Ki-46 DINAH III;Ki-46 DINAH III;Ki-46 DINAH III;Ki-46 DINAH III;Ki-46 DINAH III;Ki-46 DINAH III;Ki-46 DINAH III;Ki-46 百式司侦;Ki-46 百式司偵;Einsatz: Ziehe zwei zufällige 1-Kosten-Einheiten aus deinem Deck.;Deployment: Draw two random 1-cost units from your deck.;Despliegue: Roba dos unidades de costo 1 al azar de tu mazo.;Déploiement : piochez deux unités au hasard coutant 1 Krédit de votre deck.;Schieramento: pesca due unità casuali a costo 1 dal tuo mazzo.;Rozmieszczenie: Dobierz ze swojej talii dwie losowe jednostki o koszcie 1.;Posicionamento: Pegue duas unidades aleatórias de custo 1 de seu baralho.;Размещение: Возьмите из своей колоды два случайных отряда стоимостью 1.;部署：从你的卡组中随机抽两张花费为 1 点的单位牌。;部署：從你的卡組中隨機抽兩張花費為 1 點的單位牌。;ki46_dinah_iii;Breakthrough;fighter;1;Elite;3;Japan;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/en-EN/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/es-ES/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/fr-FR/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/it-IT/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/pl-PL/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/pt-BR/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/ru-RU/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/zh-Hans/ki46_dinah_iii.png;https://www.kards.com//images/card/v15/zh-Hant/ki46_dinah_iii.png
KUMAMOTO-REGIMENT;KUMAMOTO REGIMENT;REGIMIENTO DE KUMAMOTO;RÉGIMENT DE KUMAMOTO;REG. KUMAMOTO;PUŁK KUMAMOTO;REGIMENTO KUMAMOTO;ПОЛК «КУМАМОТО»;熊本联队;熊本聯隊;;;;;;;;;;;kumamoto_regiment;Base;infantry;4;Limited;1;Japan;3;1;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/kumamoto_regiment.png;https://www.kards.com//images/card/v15/en-EN/kumamoto_regiment.png;https://www.kards.com//images/card/v15/es-ES/kumamoto_regiment.png;https://www.kards.com//images/card/v15/fr-FR/kumamoto_regiment.png;https://www.kards.com//images/card/v15/it-IT/kumamoto_regiment.png;https://www.kards.com//images/card/v15/pl-PL/kumamoto_regiment.png;https://www.kards.com//images/card/v15/pt-BR/kumamoto_regiment.png;https://www.kards.com//images/card/v15/ru-RU/kumamoto_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/kumamoto_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/kumamoto_regiment.png
LETZTE ZEREMONIEN;LAST RITES;ÚLTIMOS RITUALES;RITES ULTIMES;RITI FINALI;OSTATNIE RYTUAŁY;ÚLTIMOS RITUAIS;ПОСЛЕДНИЕ ПОЧЕСТИ;最后的仪式;最後的儀式;Mische 8 KAMIKAZE-Karten in dein Deck.;Shuffle 8 KAMIKAZE cards into your deck.;Baraja 8 cartas KAMIKAZE en el mazo.;Mélangez 8 cartes KAMIKAZE dans votre deck.;Mescola 8 carte KAMIKAZE nel tuo mazzo.;Przemieść 8 kart KAMIKAZE do swojej talii.;Embaralhe 8 cartas KAMIZAKE no seu baralho.;Добавляет 8 карт КАМИКАДЗЕ в вашу колоду.;将 8 张“神风特攻队”洗入你的卡组。;將 8 張“神風特攻隊”洗入你的卡組。;last_rites;Base;order;;Elite;;Japan;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/last_rites.png;https://www.kards.com//images/card/v15/en-EN/last_rites.png;https://www.kards.com//images/card/v15/es-ES/last_rites.png;https://www.kards.com//images/card/v15/fr-FR/last_rites.png;https://www.kards.com//images/card/v15/it-IT/last_rites.png;https://www.kards.com//images/card/v15/pl-PL/last_rites.png;https://www.kards.com//images/card/v15/pt-BR/last_rites.png;https://www.kards.com//images/card/v15/ru-RU/last_rites.png;https://www.kards.com//images/card/v15/zh-Hans/last_rites.png;https://www.kards.com//images/card/v15/zh-Hant/last_rites.png
M13/40;M13/40;M13/40;M13/40;M13/40;M13/40;M13/40;M13/40;M13/40;M13/40;Einsatz: Erhält Blitz und Schnellfeuer, wenn du mehr Einheiten als der Feind hast. Sonst erhält er Wache.;Deployment: Gains Blitz and Fury if you have more units than the enemy. Otherwise it gains Guard.;Despliegue: Si tienes más unidades que el enemigo, obtiene Blitz y Furia. De no ser así, obtiene Guardia.;Déploiement : Gagne Blitz et Fureur si vous avez plus d’unités que l’ennemi. Gagne Garde dans le cas contraire.;Schieramento: ottiene Blitz e Furia se hai più unità del nemico. Altrimenti ottiene Guardia.;Rozmieszczenie: otrzymuje Impet i Furię, jeśli masz więcej jednostek niż przeciwnik. W przeciwnym wypadku otrzymuje Straż.;Posicionamento: ganha blitz e fúria se você tem mais unidades que o inimigo. Caso contrário, ganha guarda.;Размещение: получает эффекты Блиц и Ярость, если у вас больше отрядов, чем у врага. В противном случае получает эффект Охрана.;部署：如果你控制的单位比对手多，获得闪击和奋战。否则，获得守护。;部署：如果你控制的單位比對手多，獲得閃擊和奮戰。否則，獲得守護。;m1340;TheatersOfWar;tank;3;Limited;4;Italy;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/m1340.png;https://www.kards.com//images/card/v15/en-EN/m1340.png;https://www.kards.com//images/card/v15/es-ES/m1340.png;https://www.kards.com//images/card/v15/fr-FR/m1340.png;https://www.kards.com//images/card/v15/it-IT/m1340.png;https://www.kards.com//images/card/v15/pl-PL/m1340.png;https://www.kards.com//images/card/v15/pt-BR/m1340.png;https://www.kards.com//images/card/v15/ru-RU/m1340.png;https://www.kards.com//images/card/v15/zh-Hans/m1340.png;https://www.kards.com//images/card/v15/zh-Hant/m1340.png
M16 HALBKETTENFAHRZEUG;M16 HALF-TRACK;SEMIORUGA M16;M16 HALF-TRACK;M16 HALF-TRACK;M16 HALF-TRACK;M16 HALF-TRACK;ЗЕНИТНАЯ УСТАНОВКА M16;M16 半履带防空车;M16 半履帶防空車;Einsatz: Eine feindliche Luft- oder Infanterieeinheit muss sich zurückziehen.;Deployment: An enemy air or infantry unit must retreat.;Despliegue: Una unidad aérea o de infantería del enemigo debe retirarse.;Déploiement : Une unité aérienne ou d’infanterie ennemie doit battre en retraite.;Schieramento: un'unità aerea o di fanteria nemica deve Ritirarsi.;Rozmieszczenie: wroga jednostka piechoty lub powietrzna musi się wycofać.;Posicionamento: uma unidade aérea ou de infantaria inimiga deve bater em retirada.;Размещение: заставляет отступить воздушный или пехотный отряд врага.;部署：使一个敌方空军或步兵撤退。;部署：使一個敵方空軍或步兵撤退。;m16_halftrack;Base;tank;2;Limited;2;USA;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/m16_halftrack.png;https://www.kards.com//images/card/v15/en-EN/m16_halftrack.png;https://www.kards.com//images/card/v15/es-ES/m16_halftrack.png;https://www.kards.com//images/card/v15/fr-FR/m16_halftrack.png;https://www.kards.com//images/card/v15/it-IT/m16_halftrack.png;https://www.kards.com//images/card/v15/pl-PL/m16_halftrack.png;https://www.kards.com//images/card/v15/pt-BR/m16_halftrack.png;https://www.kards.com//images/card/v15/ru-RU/m16_halftrack.png;https://www.kards.com//images/card/v15/zh-Hans/m16_halftrack.png;https://www.kards.com//images/card/v15/zh-Hant/m16_halftrack.png
M18 HELLCAT;M18 HELLCAT;M18 HELLCAT;M18 HELLCAT;M18 HELLCAT;M18 HELLCAT;M18 HELLCAT;M18 HELLCAT;M18 地狱猫;M18 地獄貓;Fügt Panzern doppelten Schaden zu.;Deals double damage against tanks.;Inflige el doble de daño contra tanques.;Inflige le double de dégâts aux chars.;Infligge il doppio dei danni contro i carri armati.;Zadaj podwójne obrażenia czołgom.;Cause o dobro de dano contra tanques.;Наносит двойной урон танкам.;对战坦克时，造成双倍伤害。;對戰坦克時，造成雙倍傷害。;m18_hellcat;Base;tank;4;Special;2;USA;3;1;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/m18_hellcat.png;https://www.kards.com//images/card/v15/en-EN/m18_hellcat.png;https://www.kards.com//images/card/v15/es-ES/m18_hellcat.png;https://www.kards.com//images/card/v15/fr-FR/m18_hellcat.png;https://www.kards.com//images/card/v15/it-IT/m18_hellcat.png;https://www.kards.com//images/card/v15/pl-PL/m18_hellcat.png;https://www.kards.com//images/card/v15/pt-BR/m18_hellcat.png;https://www.kards.com//images/card/v15/ru-RU/m18_hellcat.png;https://www.kards.com//images/card/v15/zh-Hans/m18_hellcat.png;https://www.kards.com//images/card/v15/zh-Hant/m18_hellcat.png
M24 CHAFFEE;M24 CHAFFEE;M24 CHAFFEE;M24 CHAFFEE;M24 CHAFFEE;M24 CHAFFEE;M24 CHAFFEE;M24 CHAFFEE;M24 霞飞;M24 霞飛;Wenn M24 CHAFFEE sich an die Front bewegt, füge eine Kopie neben ihm hinzu.;When M24 CHAFFEE moves to the frontline, add a copy beside it.;Cuando el M24 CHAFFEE avanza hacia el frente, se añade una copia al lado.;Lorsque le M24 CHAFFEE rejoint la première ligne, ajoutez-en une copie à ses côtés.;Quando questa unità si sposta in prima linea, aggiungine una copia accanto ad esso.;Gdy M24 wchodzi na linię frontu, obok niego dołóż jego kopię.;Quando a M24 CHAFFEE se move para a linha de frente, adicione uma cópia ao lado dela.;Когда M24 CHAFFEE выдвигается на линию фронта, рядом добавляется его копия.;此单位移动至前线后，将一张复制增加至其边上。;此單位移動至前線後，將一張複製增加至其邊上。;m24_chaffee;Base;tank;4;Elite;2;USA;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/m24_chaffee.png;https://www.kards.com//images/card/v15/en-EN/m24_chaffee.png;https://www.kards.com//images/card/v15/es-ES/m24_chaffee.png;https://www.kards.com//images/card/v15/fr-FR/m24_chaffee.png;https://www.kards.com//images/card/v15/it-IT/m24_chaffee.png;https://www.kards.com//images/card/v15/pl-PL/m24_chaffee.png;https://www.kards.com//images/card/v15/pt-BR/m24_chaffee.png;https://www.kards.com//images/card/v15/ru-RU/m24_chaffee.png;https://www.kards.com//images/card/v15/zh-Hans/m24_chaffee.png;https://www.kards.com//images/card/v15/zh-Hant/m24_chaffee.png
M5 STUART;M5 STUART;M5 STUART;M5 STUART;M5 STUART;M5 STUART;M5 STUART;M5 STUART;M5 斯图亚特;M5 斯圖亞特;Hat +4 Angriff gegen Infanterie.;Has +4 attack against infantry.;Tiene +4 de ataque contra unidades de infantería.;Gagne +4 d’attaque contre l’infanterie.;Ha +4 attacco contro la fanteria.;Otrzymuje +4 do ataku przeciwko piechocie.;Tem +4 de ataque contra infantaria.;Получает +4 к атаке против пехоты.;对战步兵时，+4 攻击力。;對戰步兵時，+4 攻擊力。;m5_stuart;Base;tank;2;Standard;4;USA;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/m5_stuart.png;https://www.kards.com//images/card/v15/en-EN/m5_stuart.png;https://www.kards.com//images/card/v15/es-ES/m5_stuart.png;https://www.kards.com//images/card/v15/fr-FR/m5_stuart.png;https://www.kards.com//images/card/v15/it-IT/m5_stuart.png;https://www.kards.com//images/card/v15/pl-PL/m5_stuart.png;https://www.kards.com//images/card/v15/pt-BR/m5_stuart.png;https://www.kards.com//images/card/v15/ru-RU/m5_stuart.png;https://www.kards.com//images/card/v15/zh-Hans/m5_stuart.png;https://www.kards.com//images/card/v15/zh-Hant/m5_stuart.png
M7 PRIEST;M7 PRIEST;M7 PRIEST;M7 PRIEST;M7 PRIEST;M7 PRIEST;M7 PRIEST;M7 PRIEST;M7 牧师;M7 牧師;Einsatz: Erhält +2+1, wenn du die Front kontrollierst.;Deployment: Gains +2+1 if you control the frontline.;Despliegue: Obtiene +2+1 si controlas el frente.;Déploiement : Gagne +2+1 si vous contrôlez la première ligne.;Schieramento: ottiene +2+1 se controlli la prima linea.;Rozmieszczenie: jeśli kontrolujesz linię frontu, zyskujesz +2+1.;Posicionamento: ganha +2+1 se você controla a linha de frente.;Размещение: получает +2 +1, если вы контролируете линию фронта.;部署：如果你占领了前线，获得 +2+1。;部署：如果你佔領了前線，獲得 +2+1。;m7_priest;Base;artillery;1;Limited;2;USA;3;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/m7_priest.png;https://www.kards.com//images/card/v15/en-EN/m7_priest.png;https://www.kards.com//images/card/v15/es-ES/m7_priest.png;https://www.kards.com//images/card/v15/fr-FR/m7_priest.png;https://www.kards.com//images/card/v15/it-IT/m7_priest.png;https://www.kards.com//images/card/v15/pl-PL/m7_priest.png;https://www.kards.com//images/card/v15/pt-BR/m7_priest.png;https://www.kards.com//images/card/v15/ru-RU/m7_priest.png;https://www.kards.com//images/card/v15/zh-Hans/m7_priest.png;https://www.kards.com//images/card/v15/zh-Hant/m7_priest.png
MATSUE-REGIMENT;MATSUE REGIMENT;REGIMIENTO DE MATSUE;RÉGIMENT DE MATSUE;REG. MATSUE;PUŁK MATSUE;REGIMENTO MATSUE;ПОЛК «МАЦУЭ»;松江联队;松江聯隊;Einsatz: Wähle eine Karte und lege sie ab. Erhalte zusätzlichen Angriff in Höhe der Kosten.;Deployment: Choose and discard a card. Gain attack equal to the cost.;Despliegue: elige y descarta una carta. Obtiene un aumento de ataque igual a su costo.;Déploiement : Choisissez et défaussez une carte. Gagne un bonus d'attaque égal à son coût.;Schieramento: scegli una carta dalla tua mano e scartala. Ottieni attacco pari al suo costo.;Rozmieszczenie: Wybierz i odrzuć kartę. Zyskaj atak równy jej kosztowi.;Distribuição: Escolha e descarte uma carta. Ganhe ataque igual ao custo.;Размещение: Выберите и сбросьте карту. Получает атаку равную стоимости той карты.;部署：选择并弃掉一张手牌，获得等同于其花费的攻击力。;部署：選擇並棄掉一張手牌，獲得等同於其花費的攻擊力。;matsue_regiment;Legions;infantry;1;Special;5;Japan;3;;;;;;;1;;;;;;https://www.kards.com//images/card/v15/de-DE/matsue_regiment.png;https://www.kards.com//images/card/v15/en-EN/matsue_regiment.png;https://www.kards.com//images/card/v15/es-ES/matsue_regiment.png;https://www.kards.com//images/card/v15/fr-FR/matsue_regiment.png;https://www.kards.com//images/card/v15/it-IT/matsue_regiment.png;https://www.kards.com//images/card/v15/pl-PL/matsue_regiment.png;https://www.kards.com//images/card/v15/pt-BR/matsue_regiment.png;https://www.kards.com//images/card/v15/ru-RU/matsue_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/matsue_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/matsue_regiment.png
